cus_id,cus_type,cus_fname,cus_lname,cus_address,cus_province,cus_zipcode,cus_id_card,cus_phone,cus_email
579,1,CUSfname579,CUSlname579,,,,,,
580,1,CUSfname580,CUSlname580,,,,,,
581,1,CUSfname581,CUSlname581,,,,,,
582,1,CUSfname582,CUSlname582,,,,,,
583,1,CUSfname583,CUSlname583,,,,,,
584,1,CUSfname584,CUSlname584,,,,,,
585,1,CUSfname585,CUSlname585,,,,,,
586,1,CUSfname586,CUSlname586,,,,,,
587,1,CUSfname587,CUSlname587,,,,,,
588,1,CUSfname588,CUSlname588,,,,,,
589,1,CUSfname589,CUSlname589,,,,,,
590,1,CUSfname590,CUSlname590,,,,,,
591,1,CUSfname591,CUSlname591,,,,,,
592,1,CUSfname592,CUSlname592,,,,,,
593,1,CUSfname593,CUSlname593,,,,,,
594,1,CUSfname594,CUSlname594,,,,,,
595,1,CUSfname595,CUSlname595,,,,,,
596,1,CUSfname596,CUSlname596,,,,,,
597,1,CUSfname597,CUSlname597,,,,,,
598,1,CUSfname598,CUSlname598,,,,,,
599,1,CUSfname599,CUSlname599,,,,,,
600,1,CUSfname600,CUSlname600,,,,,,
601,1,CUSfname601,CUSlname601,,,,,,
602,1,CUSfname602,CUSlname602,,,,,,
603,1,CUSfname603,CUSlname603,,,,,,
604,1,CUSfname604,CUSlname604,,,,,,
605,2,CUSfname605,CUSlname605,,,,,,
606,1,CUSfname606,CUSlname606,,,,,,
607,1,CUSfname607,CUSlname607,,,,,,
608,1,CUSfname608,CUSlname608,,,,,,
609,1,CUSfname609,CUSlname609,,,,,,
610,1,CUSfname610,CUSlname610,,,,,,
611,1,CUSfname611,CUSlname611,,,,,,
612,1,CUSfname612,CUSlname612,,,,,,
613,1,CUSfname613,CUSlname613,,,,,,
614,1,CUSfname614,CUSlname614,,,,,,
615,1,CUSfname615,CUSlname615,,,,,,
616,1,CUSfname616,CUSlname616,,,,,,
617,1,CUSfname617,CUSlname617,,,,,,
618,1,CUSfname618,CUSlname618,,,,,,
619,1,CUSfname619,CUSlname619,,,,,,
620,1,CUSfname620,CUSlname620,,,,,,
621,1,CUSfname621,CUSlname621,,,,,,
622,1,CUSfname622,CUSlname622,,,,,,
623,1,CUSfname623,CUSlname623,,,,,,
624,1,CUSfname624,CUSlname624,,,,,,
625,1,CUSfname625,CUSlname625,,,,,,
626,1,CUSfname626,CUSlname626,,,,,,
627,1,CUSfname627,CUSlname627,,,,,,
628,1,CUSfname628,CUSlname628,,,,,,
629,1,CUSfname629,CUSlname629,,,,,,
630,1,CUSfname630,CUSlname630,,,,,,
631,1,CUSfname631,CUSlname631,,,,,,
632,1,CUSfname632,CUSlname632,,,,,,
633,1,CUSfname633,CUSlname633,,,,,,
634,1,CUSfname634,CUSlname634,,,,,,
635,1,CUSfname635,CUSlname635,,,,,,
636,1,CUSfname636,CUSlname636,,,,,,
637,1,CUSfname637,CUSlname637,,,,,,
638,1,CUSfname638,CUSlname638,,,,,,
639,1,CUSfname639,CUSlname639,,,,,,
640,1,CUSfname640,CUSlname640,,,,,,
641,1,CUSfname641,CUSlname641,,,,,,
642,1,CUSfname642,CUSlname642,,,,,,
643,1,CUSfname643,CUSlname643,,,,,,
644,1,CUSfname644,CUSlname644,,,,,,
645,1,CUSfname645,CUSlname645,,,,,,
646,1,CUSfname646,CUSlname646,,,,,,
647,1,CUSfname647,CUSlname647,,,,,,
648,1,CUSfname648,CUSlname648,,,,,,
649,1,CUSfname649,CUSlname649,,,,,,
650,1,CUSfname650,CUSlname650,,,,,,
651,1,CUSfname651,CUSlname651,,,,,,
652,1,CUSfname652,CUSlname652,,,,,,
653,1,CUSfname653,CUSlname653,,,,,,
654,1,CUSfname654,CUSlname654,,,,,,
655,1,CUSfname655,CUSlname655,,,,,,
656,1,CUSfname656,CUSlname656,,,,,,
657,2,CUSfname657,CUSlname657,,,,,,
658,1,CUSfname658,CUSlname658,,,,,,
659,1,CUSfname659,CUSlname659,,,,,,
660,1,CUSfname660,CUSlname660,,,,,,
661,1,CUSfname661,CUSlname661,,,,,,
662,1,CUSfname662,CUSlname662,,,,,,
663,1,CUSfname663,CUSlname663,,,,,,
664,1,CUSfname664,CUSlname664,,,,,,
665,1,CUSfname665,CUSlname665,,,,,,
666,1,CUSfname666,CUSlname666,,,,,,
667,1,CUSfname667,CUSlname667,,,,,,
668,1,CUSfname668,CUSlname668,,,,,,
669,1,CUSfname669,CUSlname669,,,,,,
670,1,CUSfname670,CUSlname670,,,,,,
671,1,CUSfname671,CUSlname671,,,,,,
672,1,CUSfname672,CUSlname672,,,,,,
673,1,CUSfname673,CUSlname673,,,,,,
674,1,CUSfname674,CUSlname674,,,,,,
675,1,CUSfname675,CUSlname675,,,,,,
676,1,CUSfname676,CUSlname676,,,,,,
677,1,CUSfname677,CUSlname677,,,,,,
678,1,CUSfname678,CUSlname678,,,,,,
679,1,CUSfname679,CUSlname679,,,,,,
680,1,CUSfname680,CUSlname680,,,,,,
681,1,CUSfname681,CUSlname681,,,,,,
682,1,CUSfname682,CUSlname682,,,,,,
683,1,CUSfname683,CUSlname683,,,,,,
684,1,CUSfname684,CUSlname684,,,,,,
685,1,CUSfname685,CUSlname685,,,,,,
686,1,CUSfname686,CUSlname686,,,,,,
687,1,CUSfname687,CUSlname687,,,,,,
688,1,CUSfname688,CUSlname688,,,,,,
689,1,CUSfname689,CUSlname689,,,,,,
690,1,CUSfname690,CUSlname690,,,,,,
691,1,CUSfname691,CUSlname691,,,,,,
692,1,CUSfname692,CUSlname692,,,,,,
693,1,CUSfname693,CUSlname693,,,,,,
694,1,CUSfname694,CUSlname694,,,,,,
695,1,CUSfname695,CUSlname695,,,,,,
696,1,CUSfname696,CUSlname696,,,,,,
697,1,CUSfname697,CUSlname697,,,,,,
698,1,CUSfname698,CUSlname698,,,,,,
699,1,CUSfname699,CUSlname699,,,,,,
700,1,CUSfname700,CUSlname700,,,,,,
701,1,CUSfname701,CUSlname701,,,,,,
702,1,CUSfname702,CUSlname702,,,,,,
703,1,CUSfname703,CUSlname703,,,,,,
704,1,CUSfname704,CUSlname704,,,,,,
705,1,CUSfname705,CUSlname705,,,,,,
706,1,CUSfname706,CUSlname706,,,,,,
707,1,CUSfname707,CUSlname707,,,,,,
708,1,CUSfname708,CUSlname708,,,,,,
709,1,CUSfname709,CUSlname709,,,,,,
710,1,CUSfname710,CUSlname710,,,,,,
711,1,CUSfname711,CUSlname711,,,,,,
712,1,CUSfname712,CUSlname712,,,,,,
713,1,CUSfname713,CUSlname713,,,,,,
714,1,CUSfname714,CUSlname714,,,,,,
715,1,CUSfname715,CUSlname715,,,,,,
716,1,CUSfname716,CUSlname716,,,,,,
717,1,CUSfname717,CUSlname717,,,,,,
718,2,CUSfname718,CUSlname718,,,,,,
719,1,CUSfname719,CUSlname719,,,,,,
720,1,CUSfname720,CUSlname720,,,,,,
721,1,CUSfname721,CUSlname721,,,,,,
722,1,CUSfname722,CUSlname722,,,,,,
723,1,CUSfname723,CUSlname723,,,,,,
724,1,CUSfname724,CUSlname724,,,,,,
725,1,CUSfname725,CUSlname725,,,,,,
726,1,CUSfname726,CUSlname726,,,,,,
727,1,CUSfname727,CUSlname727,,,,,,
728,1,CUSfname728,CUSlname728,,,,,,
729,1,CUSfname729,CUSlname729,,,,,,
730,1,CUSfname730,CUSlname730,,,,,,
731,1,CUSfname731,CUSlname731,,,,,,
732,1,CUSfname732,CUSlname732,,,,,,
733,1,CUSfname733,CUSlname733,,,,,,
734,1,CUSfname734,CUSlname734,,,,,,
735,1,CUSfname735,CUSlname735,,,,,,
736,1,CUSfname736,CUSlname736,,,,,,
737,1,CUSfname737,CUSlname737,,,,,,
738,1,CUSfname738,CUSlname738,,,,,,
739,1,CUSfname739,CUSlname739,,,,,,
740,1,CUSfname740,CUSlname740,,,,,,
741,1,CUSfname741,CUSlname741,,,,,,
742,1,CUSfname742,CUSlname742,,,,,,
743,1,CUSfname743,CUSlname743,,,,,,
744,1,CUSfname744,CUSlname744,,,,,,
745,1,CUSfname745,CUSlname745,,,,,,
746,1,CUSfname746,CUSlname746,,,,,,
747,1,CUSfname747,CUSlname747,,,,,,
748,1,CUSfname748,CUSlname748,,,,,,
749,1,CUSfname749,CUSlname749,,,,,,
750,1,CUSfname750,CUSlname750,,,,,,
751,1,CUSfname751,CUSlname751,,,,,,
752,1,CUSfname752,CUSlname752,,,,,,
753,1,CUSfname753,CUSlname753,,,,,,
754,1,CUSfname754,CUSlname754,,,,,,
755,1,CUSfname755,CUSlname755,,,,,,
756,1,CUSfname756,CUSlname756,,,,,,
757,1,CUSfname757,CUSlname757,,,,,,
758,1,CUSfname758,CUSlname758,,,,,,
759,1,CUSfname759,CUSlname759,,,,,,
760,2,CUSfname760,CUSlname760,,,,,,
761,2,CUSfname761,CUSlname761,,,,,,
762,2,CUSfname762,CUSlname762,,,,,,
763,2,CUSfname763,CUSlname763,,,,,,
764,1,CUSfname764,CUSlname764,,,,,,
765,2,CUSfname765,CUSlname765,,,,,,
766,2,CUSfname766,CUSlname766,,,,,,
767,1,CUSfname767,CUSlname767,,,,,,
768,1,CUSfname768,CUSlname768,,,,,,
769,1,CUSfname769,CUSlname769,,,,,,
770,1,CUSfname770,CUSlname770,,,,,,
771,1,CUSfname771,CUSlname771,,,,,,
772,1,CUSfname772,CUSlname772,,,,,,
773,1,CUSfname773,CUSlname773,,,,,,
774,1,CUSfname774,CUSlname774,,,,,,
775,1,CUSfname775,CUSlname775,,,,,,
776,1,CUSfname776,CUSlname776,,,,,,
777,1,CUSfname777,CUSlname777,,,,,,
778,1,CUSfname778,CUSlname778,,,,,,
779,1,CUSfname779,CUSlname779,,,,,,
780,1,CUSfname780,CUSlname780,,,,,,
781,1,CUSfname781,CUSlname781,,,,,,
782,1,CUSfname782,CUSlname782,,,,,,
783,1,CUSfname783,CUSlname783,,,,,,
784,1,CUSfname784,CUSlname784,,,,,,
785,1,CUSfname785,CUSlname785,,,,,,
786,1,CUSfname786,CUSlname786,,,,,,
787,1,CUSfname787,CUSlname787,,,,,,
788,1,CUSfname788,CUSlname788,,,,,,
789,1,CUSfname789,CUSlname789,,,,,,
790,1,CUSfname790,CUSlname790,,,,,,
791,1,CUSfname791,CUSlname791,,,,,,
792,1,CUSfname792,CUSlname792,,,,,,
793,1,CUSfname793,CUSlname793,,,,,,
794,1,CUSfname794,CUSlname794,,,,,,
795,1,CUSfname795,CUSlname795,,,,,,
796,1,CUSfname796,CUSlname796,,,,,,
797,1,CUSfname797,CUSlname797,,,,,,
798,1,CUSfname798,CUSlname798,,,,,,
799,1,CUSfname799,CUSlname799,,,,,,
800,1,CUSfname800,CUSlname800,,,,,,
801,1,CUSfname801,CUSlname801,,,,,,
802,1,CUSfname802,CUSlname802,,,,,,
803,1,CUSfname803,CUSlname803,,,,,,
804,1,CUSfname804,CUSlname804,,,,,,
805,1,CUSfname805,CUSlname805,,,,,,
806,1,CUSfname806,CUSlname806,,,,,,
807,1,CUSfname807,CUSlname807,,,,,,
808,1,CUSfname808,CUSlname808,,,,,,
809,1,CUSfname809,CUSlname809,,,,,,
810,1,CUSfname810,CUSlname810,,,,,,
811,1,CUSfname811,CUSlname811,,,,,,
812,1,CUSfname812,CUSlname812,,,,,,
813,1,CUSfname813,CUSlname813,,,,,,
814,1,CUSfname814,CUSlname814,,,,,,
815,1,CUSfname815,CUSlname815,,,,,,
816,1,CUSfname816,CUSlname816,,,,,,
817,1,CUSfname817,CUSlname817,,,,,,
818,1,CUSfname818,CUSlname818,,,,,,
819,1,CUSfname819,CUSlname819,,,,,,
820,1,CUSfname820,CUSlname820,,,,,,
821,1,CUSfname821,CUSlname821,,,,,,
822,1,CUSfname822,CUSlname822,,,,,,
823,1,CUSfname823,CUSlname823,,,,,,
824,1,CUSfname824,CUSlname824,,,,,,
825,1,CUSfname825,CUSlname825,,,,,,
826,1,CUSfname826,CUSlname826,,,,,,
827,1,CUSfname827,CUSlname827,,,,,,
828,1,CUSfname828,CUSlname828,,,,,,
829,1,CUSfname829,CUSlname829,,,,,,
830,1,CUSfname830,CUSlname830,,,,,,
831,1,CUSfname831,CUSlname831,,,,,,
832,1,CUSfname832,CUSlname832,,,,,,
833,1,CUSfname833,CUSlname833,,,,,,
834,1,CUSfname834,CUSlname834,,,,,,
835,1,CUSfname835,CUSlname835,,,,,,
836,1,CUSfname836,CUSlname836,,,,,,
837,1,CUSfname837,CUSlname837,,,,,,
838,1,CUSfname838,CUSlname838,,,,,,
839,1,CUSfname839,CUSlname839,,,,,,
840,1,CUSfname840,CUSlname840,,,,,,
841,1,CUSfname841,CUSlname841,,,,,,
842,1,CUSfname842,CUSlname842,,,,,,
843,1,CUSfname843,CUSlname843,,,,,,
844,1,CUSfname844,CUSlname844,,,,,,
845,1,CUSfname845,CUSlname845,,,,,,
846,1,CUSfname846,CUSlname846,,,,,,
847,1,CUSfname847,CUSlname847,,,,,,
848,1,CUSfname848,CUSlname848,,,,,,
849,1,CUSfname849,CUSlname849,,,,,,
850,1,CUSfname850,CUSlname850,,,,,,
851,1,CUSfname851,CUSlname851,,,,,,
852,1,CUSfname852,CUSlname852,,,,,,
853,1,CUSfname853,CUSlname853,,,,,,
854,1,CUSfname854,CUSlname854,,,,,,
855,1,CUSfname855,CUSlname855,,,,,,
856,1,CUSfname856,CUSlname856,,,,,,
857,1,CUSfname857,CUSlname857,,,,,,
858,1,CUSfname858,CUSlname858,,,,,,
859,1,CUSfname859,CUSlname859,,,,,,
860,1,CUSfname860,CUSlname860,,,,,,
861,1,CUSfname861,CUSlname861,,,,,,
862,1,CUSfname862,CUSlname862,,,,,,
863,1,CUSfname863,CUSlname863,,,,,,
864,1,CUSfname864,CUSlname864,,,,,,
865,1,CUSfname865,CUSlname865,,,,,,
866,1,CUSfname866,CUSlname866,,,,,,
867,1,CUSfname867,CUSlname867,,,,,,
868,1,CUSfname868,CUSlname868,,,,,,
869,1,CUSfname869,CUSlname869,,,,,,
870,1,CUSfname870,CUSlname870,,,,,,
871,1,CUSfname871,CUSlname871,,,,,,
872,1,CUSfname872,CUSlname872,,,,,,
873,1,CUSfname873,CUSlname873,,,,,,
874,1,CUSfname874,CUSlname874,,,,,,
875,1,CUSfname875,CUSlname875,,,,,,
876,1,CUSfname876,CUSlname876,,,,,,
877,1,CUSfname877,CUSlname877,,,,,,
878,1,CUSfname878,CUSlname878,,,,,,
879,1,CUSfname879,CUSlname879,,,,,,
880,1,CUSfname880,CUSlname880,,,,,,
881,1,CUSfname881,CUSlname881,,,,,,
882,1,CUSfname882,CUSlname882,,,,,,
883,1,CUSfname883,CUSlname883,,,,,,
884,1,CUSfname884,CUSlname884,,,,,,
885,1,CUSfname885,CUSlname885,,,,,,
886,1,CUSfname886,CUSlname886,,,,,,
887,1,CUSfname887,CUSlname887,,,,,,
888,1,CUSfname888,CUSlname888,,,,,,
889,1,CUSfname889,CUSlname889,,,,,,
890,1,CUSfname890,CUSlname890,,,,,,
891,1,CUSfname891,CUSlname891,,,,,,
892,1,CUSfname892,CUSlname892,,,,,,
893,1,CUSfname893,CUSlname893,,,,,,
894,1,CUSfname894,CUSlname894,,,,,,
895,1,CUSfname895,CUSlname895,,,,,,
896,1,CUSfname896,CUSlname896,,,,,,
897,1,CUSfname897,CUSlname897,,,,,,
898,1,CUSfname898,CUSlname898,,,,,,
899,1,CUSfname899,CUSlname899,,,,,,
900,1,CUSfname900,CUSlname900,,,,,,
901,1,CUSfname901,CUSlname901,,,,,,
902,1,CUSfname902,CUSlname902,,,,,,
903,1,CUSfname903,CUSlname903,,,,,,
904,1,CUSfname904,CUSlname904,,,,,,
905,1,CUSfname905,CUSlname905,,,,,,
906,1,CUSfname906,CUSlname906,,,,,,
907,1,CUSfname907,CUSlname907,,,,,,
908,1,CUSfname908,CUSlname908,,,,,,
909,1,CUSfname909,CUSlname909,,,,,,
910,1,CUSfname910,CUSlname910,,,,,,
911,1,CUSfname911,CUSlname911,,,,,,
912,1,CUSfname912,CUSlname912,,,,,,
913,1,CUSfname913,CUSlname913,,,,,,
914,1,CUSfname914,CUSlname914,,,,,,
915,1,CUSfname915,CUSlname915,,,,,,
916,1,CUSfname916,CUSlname916,,,,,,
917,1,CUSfname917,CUSlname917,,,,,,
918,1,CUSfname918,CUSlname918,,,,,,
919,1,CUSfname919,CUSlname919,,,,,,
920,1,CUSfname920,CUSlname920,,,,,,
921,1,CUSfname921,CUSlname921,,,,,,
922,1,CUSfname922,CUSlname922,,,,,,
923,1,CUSfname923,CUSlname923,,,,,,
924,1,CUSfname924,CUSlname924,,,,,,
925,1,CUSfname925,CUSlname925,,,,,,
926,1,CUSfname926,CUSlname926,,,,,,
927,1,CUSfname927,CUSlname927,,,,,,
928,1,CUSfname928,CUSlname928,,,,,,
929,1,CUSfname929,CUSlname929,,,,,,
930,1,CUSfname930,CUSlname930,,,,,,
931,1,CUSfname931,CUSlname931,,,,,,
932,1,CUSfname932,CUSlname932,,,,,,
933,1,CUSfname933,CUSlname933,,,,,,
934,1,CUSfname934,CUSlname934,,,,,,
935,1,CUSfname935,CUSlname935,,,,,,
936,1,CUSfname936,CUSlname936,,,,,,
937,1,CUSfname937,CUSlname937,,,,,,
938,1,CUSfname938,CUSlname938,,,,,,
939,1,CUSfname939,CUSlname939,,,,,,
940,1,CUSfname940,CUSlname940,,,,,,
941,1,CUSfname941,CUSlname941,,,,,,
942,1,CUSfname942,CUSlname942,,,,,,
943,1,CUSfname943,CUSlname943,,,,,,
944,1,CUSfname944,CUSlname944,,,,,,
945,1,CUSfname945,CUSlname945,,,,,,
946,1,CUSfname946,CUSlname946,,,,,,
947,1,CUSfname947,CUSlname947,,,,,,
948,2,CUSfname948,CUSlname948,,,,,,
949,2,CUSfname949,CUSlname949,,,,,,
950,1,CUSfname950,CUSlname950,,,,,,
951,1,CUSfname951,CUSlname951,,,,,,
952,1,CUSfname952,CUSlname952,,,,,,
953,1,CUSfname953,CUSlname953,,,,,,
954,1,CUSfname954,CUSlname954,,,,,,
955,1,CUSfname955,CUSlname955,,,,,,
956,1,CUSfname956,CUSlname956,,,,,,
957,1,CUSfname957,CUSlname957,,,,,,
958,2,CUSfname958,CUSlname958,,,,,,
959,1,CUSfname959,CUSlname959,,,,,,
960,1,CUSfname960,CUSlname960,,,,,,
961,1,CUSfname961,CUSlname961,,,,,,
962,1,CUSfname962,CUSlname962,,,,,,
963,1,CUSfname963,CUSlname963,,,,,,
964,1,CUSfname964,CUSlname964,,,,,,
965,1,CUSfname965,CUSlname965,,,,,,
966,1,CUSfname966,CUSlname966,,,,,,
967,2,CUSfname967,CUSlname967,,,,,,
968,1,CUSfname968,CUSlname968,,,,,,
969,1,CUSfname969,CUSlname969,,,,,,
970,1,CUSfname970,CUSlname970,,,,,,
971,1,CUSfname971,CUSlname971,,,,,,
972,1,CUSfname972,CUSlname972,,,,,,
973,1,CUSfname973,CUSlname973,,,,,,
974,1,CUSfname974,CUSlname974,,,,,,
975,2,CUSfname975,CUSlname975,,,,,,
976,2,CUSfname976,CUSlname976,,,,,,
977,1,CUSfname977,CUSlname977,,,,,,
978,1,CUSfname978,CUSlname978,,,,,,
979,1,CUSfname979,CUSlname979,,,,,,
980,1,CUSfname980,CUSlname980,,,,,,
981,1,CUSfname981,CUSlname981,,,,,,
982,1,CUSfname982,CUSlname982,,,,,,
983,1,CUSfname983,CUSlname983,,,,,,
984,1,CUSfname984,CUSlname984,,,,,,
985,2,CUSfname985,CUSlname985,,,,,,
986,2,CUSfname986,CUSlname986,,,,,,
987,2,CUSfname987,CUSlname987,,,,,,
988,1,CUSfname988,CUSlname988,,,,,,
989,1,CUSfname989,CUSlname989,,,,,,
990,1,CUSfname990,CUSlname990,,,,,,
991,2,CUSfname991,CUSlname991,,,,,,
992,1,CUSfname992,CUSlname992,,,,,,
993,1,CUSfname993,CUSlname993,,,,,,
994,1,CUSfname994,CUSlname994,,,,,,
995,1,CUSfname995,CUSlname995,,,,,,
996,1,CUSfname996,CUSlname996,,,,,,
997,1,CUSfname997,CUSlname997,,,,,,
998,1,CUSfname998,CUSlname998,,,,,,
999,1,CUSfname999,CUSlname999,,,,,,
1000,1,CUSfname1000,CUSlname1000,,,,,,
1001,1,CUSfname1001,CUSlname1001,,,,,,
1002,1,CUSfname1002,CUSlname1002,,,,,,
1003,1,CUSfname1003,CUSlname1003,,,,,,
1004,1,CUSfname1004,CUSlname1004,,,,,,
1005,1,CUSfname1005,CUSlname1005,,,,,,
1006,1,CUSfname1006,CUSlname1006,,,,,,
1007,1,CUSfname1007,CUSlname1007,,,,,,
1008,1,CUSfname1008,CUSlname1008,,,,,,
1009,1,CUSfname1009,CUSlname1009,,,,,,
1010,1,CUSfname1010,CUSlname1010,,,,,,
1011,1,CUSfname1011,CUSlname1011,,,,,,
1012,1,CUSfname1012,CUSlname1012,,,,,,
1013,1,CUSfname1013,CUSlname1013,,,,,,
1014,1,CUSfname1014,CUSlname1014,,,,,,
1015,1,CUSfname1015,CUSlname1015,,,,,,
1016,1,CUSfname1016,CUSlname1016,,,,,,
1017,1,CUSfname1017,CUSlname1017,,,,,,
1018,1,CUSfname1018,CUSlname1018,,,,,,
1019,1,CUSfname1019,CUSlname1019,,,,,,
1020,1,CUSfname1020,CUSlname1020,,,,,,
1021,1,CUSfname1021,CUSlname1021,,,,,,
1022,2,CUSfname1022,CUSlname1022,,,,,,
1023,2,CUSfname1023,CUSlname1023,,,,,,
1024,1,CUSfname1024,CUSlname1024,,,,,,
1025,2,CUSfname1025,CUSlname1025,,,,,,
1026,2,CUSfname1026,CUSlname1026,,,,,,
1027,1,CUSfname1027,CUSlname1027,,,,,,
1028,1,CUSfname1028,CUSlname1028,,,,,,
1029,1,CUSfname1029,CUSlname1029,,,,,,
1030,1,CUSfname1030,CUSlname1030,,,,,,
1031,1,CUSfname1031,CUSlname1031,,,,,,
1032,1,CUSfname1032,CUSlname1032,,,,,,
1033,1,CUSfname1033,CUSlname1033,,,,,,
1034,1,CUSfname1034,CUSlname1034,,,,,,
1035,1,CUSfname1035,CUSlname1035,,,,,,
1036,1,CUSfname1036,CUSlname1036,,,,,,
1037,1,CUSfname1037,CUSlname1037,,,,,,
1038,1,CUSfname1038,CUSlname1038,,,,,,
1039,1,CUSfname1039,CUSlname1039,,,,,,
1040,2,CUSfname1040,CUSlname1040,,,,,,
1041,1,CUSfname1041,CUSlname1041,,,,,,
1042,1,CUSfname1042,CUSlname1042,,,,,,
1043,1,CUSfname1043,CUSlname1043,,,,,,
1044,1,CUSfname1044,CUSlname1044,,,,,,
1045,1,CUSfname1045,CUSlname1045,,,,,,
1046,1,CUSfname1046,CUSlname1046,,,,,,
1047,1,CUSfname1047,CUSlname1047,,,,,,
1048,1,CUSfname1048,CUSlname1048,,,,,,
1049,1,CUSfname1049,CUSlname1049,,,,,,
1050,1,CUSfname1050,CUSlname1050,,,,,,
1051,1,CUSfname1051,CUSlname1051,,,,,,
1052,1,CUSfname1052,CUSlname1052,,,,,,
1053,1,CUSfname1053,CUSlname1053,,,,,,
1054,1,CUSfname1054,CUSlname1054,,,,,,
1055,1,CUSfname1055,CUSlname1055,,,,,,
1056,1,CUSfname1056,CUSlname1056,,,,,,
1057,1,CUSfname1057,CUSlname1057,,,,,,
1058,1,CUSfname1058,CUSlname1058,,,,,,
1059,1,CUSfname1059,CUSlname1059,,,,,,
1060,1,CUSfname1060,CUSlname1060,,,,,,
1061,1,CUSfname1061,CUSlname1061,,,,,,
1062,1,CUSfname1062,CUSlname1062,,,,,,
1063,1,CUSfname1063,CUSlname1063,,,,,,
1064,1,CUSfname1064,CUSlname1064,,,,,,
1065,2,CUSfname1065,CUSlname1065,,,,,,
1066,1,CUSfname1066,CUSlname1066,,,,,,
1067,1,CUSfname1067,CUSlname1067,,,,,,
1068,1,CUSfname1068,CUSlname1068,,,,,,
1069,1,CUSfname1069,CUSlname1069,,,,,,
1070,1,CUSfname1070,CUSlname1070,,,,,,
1071,1,CUSfname1071,CUSlname1071,,,,,,
1072,1,CUSfname1072,CUSlname1072,,,,,,
1073,1,CUSfname1073,CUSlname1073,,,,,,
1074,1,CUSfname1074,CUSlname1074,,,,,,
1075,1,CUSfname1075,CUSlname1075,,,,,,
1076,1,CUSfname1076,CUSlname1076,,,,,,
1077,1,CUSfname1077,CUSlname1077,,,,,,
1078,1,CUSfname1078,CUSlname1078,,,,,,
1079,1,CUSfname1079,CUSlname1079,,,,,,
1080,1,CUSfname1080,CUSlname1080,,,,,,
1081,1,CUSfname1081,CUSlname1081,,,,,,
1082,1,CUSfname1082,CUSlname1082,,,,,,
1083,1,CUSfname1083,CUSlname1083,,,,,,
1084,1,CUSfname1084,CUSlname1084,,,,,,
1085,1,CUSfname1085,CUSlname1085,,,,,,
1086,1,CUSfname1086,CUSlname1086,,,,,,
1087,1,CUSfname1087,CUSlname1087,,,,,,
1088,1,CUSfname1088,CUSlname1088,,,,,,
1089,1,CUSfname1089,CUSlname1089,,,,,,
1090,1,CUSfname1090,CUSlname1090,,,,,,
1091,1,CUSfname1091,CUSlname1091,,,,,,
1092,1,CUSfname1092,CUSlname1092,,,,,,
1093,1,CUSfname1093,CUSlname1093,,,,,,
1094,1,CUSfname1094,CUSlname1094,,,,,,
1095,1,CUSfname1095,CUSlname1095,,,,,,
1096,1,CUSfname1096,CUSlname1096,,,,,,
1097,1,CUSfname1097,CUSlname1097,,,,,,
1098,1,CUSfname1098,CUSlname1098,,,,,,
1099,1,CUSfname1099,CUSlname1099,,,,,,
1100,1,CUSfname1100,CUSlname1100,,,,,,
1101,1,CUSfname1101,CUSlname1101,,,,,,
1102,1,CUSfname1102,CUSlname1102,,,,,,
1103,1,CUSfname1103,CUSlname1103,,,,,,
1104,1,CUSfname1104,CUSlname1104,,,,,,
1105,1,CUSfname1105,CUSlname1105,,,,,,
1106,1,CUSfname1106,CUSlname1106,,,,,,
1107,1,CUSfname1107,CUSlname1107,,,,,,
1108,1,CUSfname1108,CUSlname1108,,,,,,
1109,1,CUSfname1109,CUSlname1109,,,,,,
1110,1,CUSfname1110,CUSlname1110,,,,,,
1111,1,CUSfname1111,CUSlname1111,,,,,,
1112,1,CUSfname1112,CUSlname1112,,,,,,
1113,1,CUSfname1113,CUSlname1113,,,,,,
1114,1,CUSfname1114,CUSlname1114,,,,,,
1115,1,CUSfname1115,CUSlname1115,,,,,,
1116,1,CUSfname1116,CUSlname1116,,,,,,
1117,1,CUSfname1117,CUSlname1117,,,,,,
1118,1,CUSfname1118,CUSlname1118,,,,,,
1119,1,CUSfname1119,CUSlname1119,,,,,,
1120,1,CUSfname1120,CUSlname1120,,,,,,
1121,1,CUSfname1121,CUSlname1121,,,,,,
1122,1,CUSfname1122,CUSlname1122,,,,,,
1123,2,CUSfname1123,CUSlname1123,,,,,,
1124,1,CUSfname1124,CUSlname1124,,,,,,
1125,1,CUSfname1125,CUSlname1125,,,,,,
1126,2,CUSfname1126,CUSlname1126,,,,,,
1127,2,CUSfname1127,CUSlname1127,,,,,,
1128,2,CUSfname1128,CUSlname1128,,,,,,
1129,1,CUSfname1129,CUSlname1129,,,,,,
1130,1,CUSfname1130,CUSlname1130,,,,,,
1131,1,CUSfname1131,CUSlname1131,,,,,,
1132,1,CUSfname1132,CUSlname1132,,,,,,
1133,1,CUSfname1133,CUSlname1133,,,,,,
1134,1,CUSfname1134,CUSlname1134,,,,,,
1135,1,CUSfname1135,CUSlname1135,,,,,,
1136,1,CUSfname1136,CUSlname1136,,,,,,
1137,2,CUSfname1137,CUSlname1137,,,,,,
1138,1,CUSfname1138,CUSlname1138,,,,,,
1139,1,CUSfname1139,CUSlname1139,,,,,,
1140,2,CUSfname1140,CUSlname1140,,,,,,
1141,2,CUSfname1141,CUSlname1141,,,,,,
